drugbank_id	name	cas	group
DB06097	GSK-923295		investigational,
DB06098	PRLX 93936		investigational,
DB06103	VX-148		investigational,
DB06106	AIT-034	138117-48-3	investigational,
DB06116	Eldelumab	946414-98-8	investigational,
DB06117	1alpha,24S-Dihydroxyvitamin D2	156316-85-7	investigational,
DB06119	Cenobamate	913088-80-9	investigational,
DB06124	L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal	1006685-44-4	investigational,
DB06127	KRP-104		investigational,
DB06129	SVV-001		investigational,
DB06133	Dimethylcurcumin	52328-98-0	investigational,
DB06134	SNS-314	1057249-41-8	investigational,
DB06137	KX-01	897016-82-9	investigational,
DB06138	IRL-1620	142569-99-1	investigational,
DB06140	SUVN-502	701205-60-9	investigational,
DB06144	Sertindole	106516-24-9	approved,investigational,withdrawn,
DB06145	Spiramycin	24916-50-5	approved,
DB06147	Sulfathiazole	72-14-0	approved,vet_approved,
DB06148	Mianserin	24219-97-4	approved,investigational,
DB06149	Teicoplanin	61036-62-2	approved,investigational,
DB06150	Sulfadimethoxine	122-11-2	approved,vet_approved,
DB06151	Acetylcysteine	616-91-1	approved,investigational,
DB06152	Nylidrin	447-41-6	approved,
DB06153	Pizotifen	15574-96-6	approved,
DB06154	Pentaerythritol Tetranitrate	78-11-5	approved,
DB06155	Rimonabant	168273-06-1	approved,investigational,
DB06156	Tesofensine	195875-84-4	investigational,
DB06157	Istaroxime	203737-93-3	investigational,
DB06159	Rubitecan	91421-42-0	investigational,
DB06160	Garenoxacin	194804-75-6	investigational,
DB06161	Opebacan	206254-79-7	investigational,
DB06163	Plevitrexed	153537-73-6	investigational,
DB06166	Fosdevirine	1018450-26-4	investigational,
DB06169	Indibulin	204205-90-3	investigational,
DB06174	Noscapine	128-62-1	investigational,
DB06176	Romidepsin	128517-07-7	approved,investigational,
DB06177	Glufosfamide	132682-98-5	investigational,
DB06178	Talotrexin	113857-87-7	investigational,
DB06179	Darinaparsin	69819-86-9	investigational,
DB06182	Talabostat	149682-77-9	investigational,
DB06185	Forodesine	209799-67-7	investigational,
DB06187	Valtorcitabine	380886-95-3	investigational,
DB06188	Ispinesib	336113-53-2	investigational,
DB06190	Solabegron	252920-94-8	investigational,
DB06191	Zosuquidar	167354-41-8	investigational,
DB06193	Pixantrone	144510-96-3	approved,investigational,
DB06194	Elocalcitol	199798-84-0	investigational,
DB06195	Seliciclib	186692-46-6	investigational,
DB06196	Icatibant	130308-48-4	approved,investigational,
DB06197	Bimosiamose	187269-40-5	investigational,
DB06198	Alovudine	25526-93-6	investigational,
DB06199	Atrasentan	173937-91-2	investigational,
DB06200	Tedisamil	90961-53-8	investigational,
DB06201	Rufinamide	106308-44-5	approved,
DB06202	Lasofoxifene	180916-16-9	approved,investigational,
DB06203	Alogliptin	850649-61-5	approved,
DB06204	Tapentadol	175591-23-8	approved,
DB06206	Sugammadex	343306-71-8	approved,
DB06207	Silodosin	160970-54-7	approved,
DB06209	Prasugrel	150322-43-3	approved,
DB06210	Eltrombopag	496775-61-2	approved,
DB06211	Doripenem		approved,investigational,
DB06212	Tolvaptan	150683-30-0	approved,
DB06213	Regadenoson	313348-27-5	approved,investigational,
DB06215	Ferumoxytol	722492-56-0	approved,investigational,
DB06216	Asenapine	65576-45-6	approved,
DB06217	Vernakalant	794466-70-9	approved,investigational,
DB06218	Lacosamide	175481-36-4	approved,
DB06219	Dalbavancin	171500-79-1	approved,investigational,
DB06224	Alicaforsen	185229-68-9	investigational,
DB06228	Rivaroxaban	366789-02-8	approved,
DB06229	Ocaperidone	129029-23-8	investigational,
DB06230	Nalmefene	55096-26-9	approved,investigational,withdrawn,
DB06231	Caldaret	133804-44-1	investigational,
DB06233	Ridaforolimus	572924-54-0	investigational,
DB06234	Maribavir	176161-24-3	investigational,
DB06235	Vadimezan		investigational,
DB06236	Elvucitabine	181785-84-2	investigational,
DB06237	Avanafil	330784-47-9	approved,
DB06240	Tariquidar	206873-63-4	investigational,
DB06243	Eflornithine	70052-12-9	approved,withdrawn,
DB06246	Exisulind	59973-80-7	investigational,
DB06247	CX516	154235-83-3	investigational,
DB06248	Amelubant	346735-24-8	investigational,
DB06249	Arzoxifene	182133-25-1	approved,investigational,
DB06250	Fluasterone	112859-71-9	investigational,
DB06251	Dersalazine	188913-58-8	investigational,
DB06253	Thioctic acid tromethamine	137314-40-0	investigational,
DB06255	Incadronic acid	124351-85-5	approved,investigational,
DB06258	Bimoclomol	130493-03-7	investigational,
DB06260	Aviptadil	40077-57-4	approved,
DB06261	Hexaminolevulinate	140898-97-1	approved,
DB06262	Droxidopa	23651-95-8	approved,investigational,
DB06263	Amrubicin	110267-81-7	approved,investigational,
DB06264	Tolperisone	728-88-1	approved,investigational,
DB06266	Lonidamine	50264-69-2	investigational,
DB06267	Udenafil	268203-93-6	approved,investigational,
DB06268	Sitaxentan	184036-34-8	approved,investigational,withdrawn,
DB06270	MAHDL01		investigational,
DB06272	Maxacalcitol	103909-75-7	approved,investigational,
DB06274	Alvimopan	156053-89-3	approved,investigational,
DB06276	Tanomastat	179545-77-8	investigational,
DB06280	Senicapoc	289656-45-7	investigational,
DB06281	Torcetrapib	262352-17-0	investigational,
DB06282	Levocetirizine	130018-77-8	approved,
DB06283	Ziconotide	107452-89-1	approved,
DB06287	Temsirolimus	162635-04-3	approved,
DB06288	Amisulpride	71675-85-9	approved,investigational,
DB06290	Simeprevir	923604-59-5	approved,
DB06292	Dapagliflozin	461432-26-8	approved,
DB06293	Pegnivacogin	959716-28-0	investigational,
DB06295	Pramiconazole	219923-85-0	investigational,
DB06297	LX-2931	948840-25-3	investigational,
DB06302	Glesatinib	936694-12-1	investigational,
DB06306	Onalespib	912999-49-6	investigational,
DB06307	Apoptone	183387-50-0	investigational,
DB06309	Refametinib	923032-37-5	investigational,
DB06311	Darapladib	356057-34-6	investigational,
DB06325	Pegpleranib	1618657-13-8	investigational,
DB06328	Methoxyamine	67-62-9	investigational,
DB06331	4-O-Demethylpenclomedine	176046-79-0	investigational,
DB06334	Tucidinostat	1616493-44-7	investigational,
DB06335	Saxagliptin	361442-04-8	approved,
DB06336	Elsiglutide	914009-84-0	investigational,
DB06346	Fiboflapon	936350-00-4	investigational,
DB06350	Elinogrel	936500-94-6	investigational,
DB06354	Tezampanel	317819-68-4	investigational,
DB06358	Iclaprim	192314-93-5	investigational,
DB06360	Lucatumumab	903512-50-5	investigational,
DB06362	Becatecarin	119673-08-4	investigational,
DB06365	Sapacitabine	151823-14-2	investigational,
DB06367	Relacatib	362505-84-8	investigational,
DB06368	Alamifovir	193681-12-8	investigational,
DB06370	Indisulam	165668-41-7	investigational,
DB06376	CHGN111		investigational,
DB06393	Xaliproden	135354-02-8	investigational,
DB06395	Abafungin	129639-79-8	investigational,
DB06397	Nicaraven	79455-30-4	investigational,
DB06400	Vitespen	492448-75-6	investigational,
DB06401	Bazedoxifene	198481-32-2	approved,investigational,
DB06402	Telavancin	372151-71-8	approved,
DB06403	Ambrisentan	177036-94-1	approved,investigational,
DB06406	Idraparinux	162610-17-5	investigational,
DB06408	Taribavirin	119567-79-2	investigational,
DB06410	Doxercalciferol	54573-75-0	approved,
DB06412	Oxymetholone	434-07-1	approved,illicit,
DB06413	Armodafinil	112111-43-0	approved,investigational,
DB06414	Etravirine	269055-15-4	approved,
DB06415	Calfactant	183325-78-2	approved,
DB06419	Cethromycin	205110-48-1	investigational,
DB06420	Annamycin	92689-49-1	investigational,
DB06421	Declopramide	891-60-1	investigational,
DB06422	Ticalopride	202590-69-0	investigational,
DB06429	Talnetant	174636-32-9	investigational,
DB06431	Evernimicin	109545-84-8	investigational,
DB06433	Tezacitabine	171176-43-5	investigational,
DB06434	Repifermin	219527-63-6	investigational,
DB06435	Tarazepide	141374-81-4	investigational,
DB06436	Semaxanib	194413-58-6	investigational,
DB06437	Tifacogin	148883-56-1	investigational,
DB06439	Tyloxapol	25301-02-4	approved,investigational,
DB06440	Ravuconazole	182760-06-1	investigational,
DB06441	Cangrelor	163706-06-7	approved,
DB06442	Avasimibe	166518-60-1	investigational,
DB06444	Dexanabinol	112924-45-5	investigational,
DB06445	Diethylnorspermine	121749-39-1	investigational,
DB06446	Dotarizine	84625-59-2	investigational,
DB06448	Lonafarnib	193275-84-2	investigational,
DB06449	Ilodecakin	149824-15-7	investigational,
DB06451	Aprinocarsen	151879-73-1	investigational,
DB06453	Mirostipen	244130-01-6	investigational,
DB06454	Sarizotan	351862-32-3	investigational,
DB06455	Meclinertant	146362-70-1	investigational,
DB06457	Tecastemizole	75970-99-9	investigational,
DB06458	Remacemide	128298-28-2	investigational,
DB06460	Enrasentan	167256-08-8	investigational,
DB06461	Squalamine	148717-90-2	investigational,
DB06468	Cariporide	159138-80-4	investigational,
DB06469	Lestaurtinib	111358-88-4	investigational,
DB06470	clomethiazole		investigational,
DB06471	Naxifylline	166374-49-8	investigational,
DB06472	Fradafiban	148396-36-5	investigational,
DB06477	Sumanirole	179386-43-7	investigational,
DB06478	Porfiromycin	801-52-5	investigational,
DB06479	Propentofylline	55242-55-2	investigational,
DB06480	Prucalopride	179474-81-8	approved,
DB06481	Manitimus	202057-76-9	investigational,
DB06482	ALGRX 1207		investigational,
DB06485	Ropidoxuridine	93265-81-7	investigational,
DB06486	Enzastaurin	170364-57-5	investigational,
DB06493	Velafermin	697766-75-9	investigational,
DB06494	Sufugolix	308831-61-0	investigational,
DB06504	S-8510		investigational,
DB06506	Repinotan	144980-29-0	investigational,
DB06510	Muraglitazar	331741-94-7	investigational,
DB06512	Deramciclane	120444-71-5	investigational,
DB06515	Resiniferatoxin	57444-62-9	investigational,
DB06519	Edaglitazone	213411-83-7	investigational,
DB06521	Ertiprotafib	251303-04-5	investigational,
DB06523	Levovirin	206269-27-4	investigational,
DB06525	Ganstigmine	457075-21-7	investigational,
DB06527	Tramiprosate	3687-18-1	investigational,
DB06529	Ocinaplon	96604-21-6	investigational,
DB06530	Resiquimod	144875-48-9	investigational,
DB06532	Pafuramidine	186953-56-0	investigational,
DB06533	Ragaglitazar	222834-30-2	investigational,
DB06535	Etilevodopa	37178-37-3	investigational,
DB06536	Tesaglitazar	251565-85-2	investigational,
DB06538	Robalzotan	169758-66-1	investigational,
DB06543	Astaxanthin	472-61-7	investigational,
DB06548	Minodronic acid	180064-38-4	investigational,
DB06549	Labradimil	159768-75-9	investigational,
DB06554	Gaboxadol	64603-91-4	investigational,
DB06555	Siramesine	147817-50-3	investigational,
DB06556	Edifoligide	476273-48-0	investigational,
DB06558	Tezosentan	180384-57-0	investigational,
DB06559	Lanimostim	117276-75-2	investigational,
DB06562	Emfilermin	159075-60-2	investigational,
DB06568	alpha-Hydroxy glycineamide		investigational,
DB06573	Rebimastat	259188-38-0	investigational,
DB06575	Valomaciclovir	195157-34-7	investigational,
DB06578	Tonabersat	175013-84-0	investigational,
DB06579	Adipiplon	840486-93-3	investigational,
DB06580	Celgosivir	121104-96-9	investigational,
DB06581	Bevirimat	174022-42-5	investigational,
DB06582	Dextofisopam	82059-50-5	investigational,
DB06585	Fipamezole	150586-58-6	investigational,
DB06586	Cetilistat	282526-98-1	investigational,
DB06587	Mitemcinal	154738-42-8	investigational,
DB06588	Triphendiol	1213777-80-0	investigational,
DB06589	Pazopanib	444731-52-6	approved,
DB06590	Ceftaroline fosamil	229016-73-3	approved,investigational,
DB06594	Agomelatine	138112-76-2	approved,investigational,
DB06595	Midostaurin	120685-11-2	approved,investigational,
DB06598	Brostallicin	203258-60-0	investigational,
DB06600	Nemonoxacin	378746-64-6	investigational,
DB06603	Panobinostat	404950-80-7	approved,investigational,
DB06604	Ilepatril	473289-62-2	investigational,
DB06605	Apixaban	503612-47-3	approved,
DB06608	Tafenoquine	106635-80-7	investigational,
DB06609	Odiparcil	137215-12-4	investigational,
DB06610	Omiganan	204248-78-2	investigational,
DB06614	Peramivir	330600-85-6	approved,investigational,
DB06616	Bosutinib	380843-75-4	approved,
DB06619	Amdoxovir	145514-04-1	investigational,
DB06620	Aplindore	189681-70-7	investigational,
DB06623	Flupirtine	56995-20-1	approved,investigational,
DB06624	Taranabant	701977-09-5	investigational,
DB06625	Vipadenant	442908-10-3	investigational,
DB06626	Axitinib	319460-85-0	approved,investigational,
DB06629	Zibotentan	186497-07-4	investigational,
DB06630	Anacetrapib	875446-37-0	investigational,
DB06634	Casopitant	414910-27-3	investigational,
DB06635	Otamixaban	193153-04-7	investigational,
DB06636	Isavuconazonium	742049-41-8	approved,investigational,
DB06637	Dalfampridine	504-24-5	approved,
DB06638	Quarfloxin	865311-47-3	investigational,
DB06640	Fispemifene	341524-89-8	investigational,
DB06641	Perifosine	157716-52-4	investigational,
DB06645	Anamorelin	249921-19-5	investigational,
DB06649	Priralfinamide	133865-88-0	investigational,
DB06652	Vicriviroc	306296-47-9	investigational,
DB06654	Safinamide	133865-89-1	approved,investigational,
DB06656	TAS-106	180300-43-0	investigational,
DB06657	Valrocemide	92262-58-3	investigational,
DB06659	Rostaporfin	284041-10-7	investigational,
DB06660	Saredutant	142001-63-6	investigational,
DB06663	Pasireotide	396091-73-9	approved,
DB06666	Lixivaptan	168079-32-1	investigational,
DB06667	prGCD		investigational,
DB06669	Arverapamil	123932-43-4	investigational,
DB06670	Odanacatib	603139-19-1	investigational,
DB06673	Almorexant	871224-64-5	investigational,
DB06677	Clazosentan	180384-56-9	investigational,
DB06678	Esmirtazapine	61337-87-9	investigational,
DB06679	Amediplase	151912-11-7	investigational,
DB06680	Asoprisnil	199396-76-4	investigational,
DB06682	Naproxcinod	163133-43-5	investigational,
DB06683	Clevudine	163252-36-6	investigational,
DB06684	Vilazodone	163521-12-8	approved,
DB06685	Laquinimod	248281-84-7	investigational,
DB06689	Ethanolamine Oleate	2272-11-9	approved,
DB06690	Nitrous oxide	10024-97-2	approved,vet_approved,
DB06691	Mepyramine	91-84-9	approved,vet_approved,
DB06693	Mevastatin	73573-88-3	experimental,
DB06694	Xylometazoline	526-36-3	approved,investigational,
DB06695	Dabigatran etexilate	211915-06-9	approved,
DB06696	Arbekacin	51025-85-5	approved,investigational,
DB06697	Artemether	71963-77-4	approved,
DB06698	Betahistine	5638-76-6	approved,investigational,
DB06699	Degarelix	214766-78-6	approved,
DB06700	Desvenlafaxine	93413-62-8	approved,investigational,
DB06701	Dexmethylphenidate	40431-64-9	approved,investigational,
DB06702	Fesoterodine	286930-02-7	approved,
DB06703	Gadobutrol	770691-21-9	approved,
DB06704	Iobenguane	80663-95-2	approved,investigational,
DB06705	Gadofosveset trisodium	193901-90-5	approved,
DB06706	Isometheptene	503-01-5	approved,
DB06707	Levonordefrin	829-74-3	approved,
DB06708	Lumefantrine	82186-77-4	approved,
DB06709	Methacholine	55-92-5	approved,investigational,
DB06710	Methyltestosterone	58-18-4	approved,
DB06711	Naphazoline	835-31-4	approved,
DB06712	Nilvadipine	75530-68-6	approved,investigational,
DB06713	Norelgestromin	53016-31-2	approved,investigational,
DB06714	Propylhexedrine	101-40-6	approved,
DB06715	Potassium Iodide	7681-11-0	approved,
DB06716	Fospropofol	258516-89-1	approved,illicit,investigational,
DB06717	Fosaprepitant	172673-20-0	approved,
DB06718	Stanozolol	10418-03-8	approved,vet_approved,
DB06721	Gimatecan	292618-32-7	investigational,
DB06723	Aluminum hydroxide	21645-51-2	approved,investigational,
DB06724	Calcium Carbonate	471-34-1	approved,investigational,
DB06725	Lornoxicam	70374-39-9	approved,investigational,
DB06726	Bufuralol	54340-62-4	experimental,investigational,
DB06727	Sparteine	90-39-1	experimental,
DB06728	Aniline	62-53-3	experimental,
DB06729	Sulfaphenazole	526-08-9	approved,
DB06730	Gestodene	60282-87-3	approved,investigational,
DB06731	Seproxetine	126924-38-7	investigational,
DB06732	beta-Naphthoflavone	6051-87-2	experimental,
DB06733	Bafilomycin A1	88899-55-2	experimental,
DB06734	Bafilomycin B1	88899-56-3	experimental,
DB06735	Enclomiphene	15690-57-0	investigational,
DB06736	Aceclofenac	89796-99-6	approved,investigational,
DB06737	Zaltoprofen	74711-43-6	approved,investigational,
DB06738	Ketobemidone	469-79-4	approved,investigational,
DB06739	Seratrodast	112665-43-7	approved,
DB06740	BW-A 58C	94015-46-0	experimental,
DB06741	Gavestinel	153436-22-7	investigational,
DB06742	Ambroxol	18683-91-5	approved,investigational,
DB06743	ginkgolide-A	15291-75-5	nutraceutical,
DB06744	ginkgolide-B		nutraceutical,
DB06745	ginkgolide-C	15291-76-6	nutraceutical,
DB06746	ginkgolide-J	107438-79-9	nutraceutical,
DB06747	ginkgolide-M	15291-78-8	nutraceutical,
DB06748	Ginsenoside C	11021-13-9	nutraceutical,
DB06749	ginsenoside Rb1	41753-43-9	nutraceutical,
DB06750	Ginsenoside Rg1	22427-39-0	nutraceutical,
DB06751	Drotaverine	14009-24-6	approved,investigational,
DB06754	Danaparoid	308068-55-5	approved,withdrawn,
DB06755	Beta carotene	7235-40-7	approved,nutraceutical,
DB06756	Glycine betaine	107-43-7	approved,nutraceutical,
DB06757	Manganese	7439-96-5	approved,nutraceutical,
DB06762	Pinacidil	60560-33-0	approved,
DB06763	Saralasin	34273-10-4	investigational,
DB06764	Tetryzoline	84-22-0	approved,
DB06766	Alcaftadine	147084-10-4	approved,
DB06767	Ammonium chloride	12125-02-9	approved,investigational,vet_approved,
DB06768	Ammonium lactate	515-98-0	approved,
DB06769	Bendamustine	16506-27-7	approved,investigational,
DB06770	Benzyl alcohol	100-51-6	approved,
DB06771	Besifloxacin	141388-76-3	approved,
DB06772	Cabazitaxel	183133-96-2	approved,
DB06774	Capsaicin	404-86-4	approved,
DB06775	Carglumic Acid	1188-38-1	approved,
DB06776	Sodium cellulose phosphate	9038-41-9	approved,
DB06777	Chenodeoxycholic acid	474-25-9	approved,
DB06778	Cupric sulfate	7758-98-7	approved,
DB06779	Dalteparin	9005-49-6	approved,
DB06780	Desoxycorticosterone acetate	56-47-3	approved,
DB06781	Difluprednate	23674-86-4	approved,
DB06782	Dimercaprol	59-52-9	approved,
DB06783	Prussian blue	14038-43-8	approved,
DB06784	Gallium citrate Ga 67	41183-64-6	approved,
DB06785	Ganirelix	124904-93-4	approved,
DB06786	Halcinonide	3093-35-4	approved,investigational,withdrawn,
DB06787	Hexocyclium	6004-98-4	approved,
DB06788	Histrelin	76712-82-8	approved,
DB06789	Hydroxyprogesterone caproate	630-56-8	approved,investigational,
DB06791	Lanreotide	108736-35-2	approved,
DB06792	Lanthanum carbonate	587-26-8	approved,
DB06793	Levopropoxyphene	2338-37-6	withdrawn,
DB06794	Lodoxamide	53882-12-5	approved,
DB06795	Mafenide	138-39-6	approved,vet_approved,
DB06796	Mangafodipir	155319-91-8	approved,investigational,withdrawn,
DB06797	Mebutamate	64-55-1	approved,
DB06799	Methenamine	100-97-0	approved,vet_approved,
DB06800	Methylnaltrexone	916055-93-1	approved,
DB06801	Monoctanoin	502-54-5	approved,
DB06802	Nepafenac	78281-72-8	approved,investigational,
DB06803	Niclosamide	50-65-7	approved,investigational,vet_approved,
DB06804	Nonoxynol-9	26027-38-3	approved,withdrawn,
DB06807	Phenyl aminosalicylate	133-11-9	approved,
DB06809	Plerixafor	110078-46-1	approved,
DB06810	Plicamycin	18378-89-7	approved,investigational,withdrawn,
DB06811	Polidocanol	9002-92-0	approved,
DB06812	Povidone-iodine	25655-41-8	approved,
DB06813	Pralatrexate	146464-95-1	approved,investigational,
DB06814	Protokylol	136-70-9	approved,vet_approved,
DB06815	Pyrithione	1121-31-9	approved,
DB06816	Pyrvinium	7187-62-4	approved,
DB06817	Raltegravir	518048-05-0	approved,
DB06819	Phenylbutyric acid	1821-12-1	approved,investigational,
DB06820	Sulconazole	61318-90-9	approved,
DB06821	Sulfameter	651-06-9	approved,
DB06822	Tinzaparin	9041-08-1	approved,
DB06823	Tiopronin	1953-02-2	approved,investigational,
DB06824	Triethylenetetramine	112-24-3	approved,investigational,
DB06825	Triptorelin	57773-63-4	approved,vet_approved,
DB06826	Unoprostone	120373-36-6	approved,investigational,
DB06827	Viomycin	32988-50-4	approved,
DB06828	5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole		experimental,
DB06829	4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID		experimental,
DB06830	(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)		experimental,
DB06831	2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE		experimental,
DB06832	2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL		experimental,
DB06833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE		experimental,
DB06834	N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide		experimental,
DB06835	(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID		experimental,
DB06836	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	593960-11-3	experimental,
DB06837	(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide		experimental,
DB06838	methyl L-phenylalaninate		experimental,
DB06839	N-(ethoxycarbonyl)-L-leucine		experimental,
DB06840	diethyl [(1R)-1,5-diaminopentyl]boronate		experimental,
DB06841	D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide		experimental,
DB06842	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one		experimental,
DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE		experimental,
DB06844	4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE		experimental,
DB06845	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide		experimental,
DB06847	5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine		experimental,
DB06848	1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine		experimental,
DB06849	1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine		experimental,
DB06850	(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide		experimental,
DB06851	N-(pyridin-3-ylmethyl)aniline		experimental,
DB06852	4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE		experimental,
DB06853	N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide		experimental,
DB06855	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine		experimental,
DB06856	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE		experimental,
DB06857	N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE		experimental,
DB06858	N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide		experimental,
DB06859	N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE		experimental,
DB06860	2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione		experimental,
DB06861	6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE		experimental,
DB06862	2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID		experimental,
DB06864	2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID		experimental,
DB06865	6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID		experimental,
DB06866	6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID		experimental,
DB06867	3,6,9,12,15,18-HEXAOXAICOSANE		experimental,
DB06868	N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide		experimental,
DB06869	1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE		experimental,
DB06870	17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE		experimental,
DB06871	17-METHYL-17-ALPHA-DIHYDROEQUILENIN		experimental,
DB06872	1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE		experimental,
DB06873	1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE		experimental,
DB06874	(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL		experimental,
DB06875	3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE		experimental,
DB06876	N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE		experimental,
DB06877	N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE		experimental,
DB06878	1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide		experimental,
DB06879	5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE		experimental,
DB06880	(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE		experimental,
DB06881	(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE		experimental,
DB06882	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea		experimental,
DB06883	1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea		experimental,
DB06884	4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE		experimental,
DB06885	3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid		experimental,
DB06886	N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL		experimental,
DB06887	[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid		experimental,
